row_id	split	note	sentiment	theme	assureur	snippet
12567	train	5.0	positive	Enrollment	Direct Assurance	Nickel, I am satisfied with the service, thank you! Very fast subscription and super attractive price! I am a student and the price is more than reasonable!
12568	train	5.0	positive	Other	Direct Assurance	Quick and easy. Less of all the rest of insurance. I'm happy for the moment. We will see. I hope everything will go well for the rest of my car's life
12569	train	5.0	positive	Customer Service	Direct Assurance	Very satisfied with the Direct Insurance services, I recommend of course! Perfect customer service, perfect price, speed of perfect care, unbeatable price on th
12571	train	1.0	negative	Other	Matmut	Impossible to reach them to the such agency on the National Num by Internet Shame on them and if by the greatest hazards it is decreasing it is a robot that tel
12576	train	5.0	positive	Customer Service	L'olivier Assurance	Very effective service - warm contact, but above all very clear. Little useless blah.
12579	train	3.0	neutral	Cancellation	L'olivier Assurance	My insurance transfer from Allianz Iard to you does not happen as it should. Since my termination, I still had 2 transactions taken by Allianz
12585	train	5.0	positive	Pricing	Direct Assurance	I pay half price compared to my current insurance for the same guarantees Before I paid ninety euros per month and I am delighted to pay half price for the same
12589	train	1.0	negative	Claims Processing	AMV	Hello .. accidentally not responsible on 04/03/2017 .. I am still awaiting payment of compensation. I send emails, people do not answer ... It is seriously star
12591	train	3.0	neutral	Claims Processing	MACIF	As long as you pay and you don't need the Macif, no problem! I had a big accident in November 2017 and it is constantly having to relaunch the Macif to do their
12593	train	3.0	neutral	Coverage	L'olivier Assurance	Welcome the people I had online this afternoon. Presentation of understandable guarantees And clear. Satisfactory and very correct maintenance.
12595	train	1.0	negative	Claims Processing	Cegema Assurances	fanciful mutual reimbursement when it comes to time as well as very difficult contacts is really misery this mutual. I thought they were doing a good action but
12596	train	4.0	positive	Pricing	MAIF	Serious, simple and efficient insurance. The prices are not excessive and are quite transparent. The management is fast, concrete.
12598	train	1.0	negative	Cancellation	AMV	They are expensive and the contract termination procedure is endless. It is necessary to attest to the new insurance then return the green card and then send a 
12599	train	3.0	neutral	Claims Processing	Ag2r La Mondiale	Paper send on 14/11/18, following a work accident of 12/13/18, we are on 03/15/18 they do not know how much the interlocutor will last via the platform say X wi
12602	train	1.0	negative	Customer Service	AMV	AMV is far from the cheapest insurer. In addition, for insurance that wants to be dematerialized, they have big communication problems: impossible to reach them
12605	train	4.0	positive	Enrollment	L'olivier Assurance	I am satisfied, correct price, but some difficulties to sign electronically the documents a banner half mask the confirmation box and embarrassed the introducti
12610	train	4.0	positive	Customer Service	L'olivier Assurance	I have just made sure to the Olivier Insurance, I recommend them to all, because they are real professionals, they are listening to the customer, guides him, ad
12612	train	3.0	neutral	Customer Service	L'olivier Assurance	The prices are high from my point of view, especially with a franchise which is also important. But customer service is really satisfactory. Thank you
12614	train	4.0	positive	Pricing	L'olivier Assurance	I am satisfied with the service As well as price As well as the request of my contract Mele if I had some problem with the start, moreover I am not on my penalt
12615	train	2.0	negative	Coverage	MACIF	Well as many user I had the refusal of the warranty following my burglary because although I had followed their recommendations in the event of absence, among o
12616	train	1.0	negative	Pricing	Mgen	To flee immediately: too expensive and the reimbursement almost zero for the teeth, the glasses ... My spouse was on sick leave and he has a small allowance: sh
12617	train	2.0	negative	Claims Processing	Matmut	Like all insurances if you need nothing, they are there ... a non -responsible disaster is fine and again you have to complain, another without third party and 
12619	train	4.0	positive	Customer Service	L'olivier Assurance	Very very very pleasant advisor on the phone. Thank you Patricia for her listening and her patience. Correct prices for the young driver that I am.
12623	train	1.0	negative	Customer Service	Direct Assurance	RUN AWAY !!! I have never seen in such a shabby customer service, it's been a week since a manager should have called me (despite my multiplies reminders) ...
12624	train	3.0	neutral	Customer Service	Zen'Up	I am satisfied with service and the help provided by my interlocutor. The site is not easy to apprehend. There are a few messages by messaging that did not reac
12625	train	5.0	positive	Customer Service	GMF	Support always available and good advice Correct price compared to competition and quality of service The rare times I have a concern, no problem in the managem
12628	train	3.0	neutral	Cancellation	Direct Assurance	I find it stupid to demand a handwritten document for a termination while I stay with you for my new home contract it is a waste of time we must call so that we
12630	train	1.0	negative	Pricing	Cegema Assurances	I am 100% for everything, I was approached by a broker, who made me shive spinning reimbursements for dental care, finally account the care is reimbursed to me 
12631	train	4.0	positive	Customer Service	Direct Assurance	Consistent prices for the automobile, especially for new subscribers with suitable guarantees. The little extra that is important: always an interlocutor availa
12632	train	4.0	positive	Enrollment	Santiane	I am very satisfied with information and telephone reception by Oumaima to access my member account for a dental reimbursement. Cordially Mrs Janin
12636	train	1.0	negative	Claims Processing	Pacifica	I did not last a year with them, they are still at the postal exchange stage. When you have a claim at home, you can't wait so long !!! I return (on the birthda
12640	train	5.0	positive	Claims Processing	Eca Assurances	File treated very quickly care sheets sent by internet on February 15 and 16 treated on February 18 and order of transfer given
12643	train	2.0	negative	Claims Processing	Mercer	I have been waiting for more than a reimbursement of more than 200 € for over a month and a half. I have no answer. I sent all the documents requested on Januar
12645	train	1.0	negative	Pricing	Direct Assurance	Every year more and more expensive, we are forced to leave the insurer I have been with for over 7 years. I had zero sinister for 7 years and not only the price
12649	train	2.0	negative	Other	GMF	Hello, I was insured at the GMF, on the highway, my windshield was broken, so I changed it. 6 months later, a motorist returned to me and my car was declared go
12650	train	5.0	positive	Pricing	Direct Assurance	Satisfied with the service. Ultra Competitive Price Speed ​​of calculation of the quote. I highly recommend To advise his friends. Very tight prices ..... To re
12653	train	3.0	neutral	Customer Service	Néoliane Santé	Following the call of this broker, after listening to the proposal do not give the code you received (6 digits), because this can trigger the contract and do no
12657	train	1.0	negative	Pricing	MGP	A member since 01/01/2019, I went from 30 euros in subscription for wage coverage and bonuses at 50 euros in 2020, then in January 2021, the contribution increa
12660	train	4.0	positive	Enrollment	AMV	Insured at AMV Legend for years, I have been satisfied with services and advice. Information at reasonable prices and simple and quick subscription.
12661	train	3.0	neutral	Customer Service	Mutuelle des Motards	The quality of the guarantees is very good in my opinion. Insured at any risk in 1000 hyper-sport with a 0.5 coefficient. I was insured elsewhere, I think there
12662	train	4.0	positive	Enrollment	L'olivier Assurance	I am very satisfied with the online service because very practical to sign the contracts, the prices is fair and the interlocutors are very attentive.
12664	train	3.0	neutral	Claims Processing	AMV	The prices suit me, the information requested is correct, I hope not to need your services following a claim very cordially
12667	train	4.0	positive	Claims Processing	GMF	Be careful, I made myself have, GMF certainly human, certainly not in my case. I was the victim of terraced work poorly carried out by a company, this follows f
12670	train	1.0	negative	Pricing	Groupama	A year ago, my 80 m2 apartment on the fifth floor in Pau burned completely. I then bring the craftsmen quickly to have the quotes 65,000 euros minimum if there 
12672	train	1.0	negative	Enrollment	Afer	Did I have a question sent you a letter saying that they were paying? We after 7 months of endless galley and threat of complaint they finally sent us an email 
12673	train	5.0	positive	Pricing	AMV	Simple fast and efficient and more than correct prices To see after in the event of a problem how it goes. Second Motorcycle insured Green Motorcycle Insurance.
12676	train	1.0	negative	Enrollment	Direct Assurance	Direct Insurance it's really a disaster No follow -up no response or it is precise to us and the opposite is done. I have a bonus 50 for 20 years and according 
12677	train	1.0	negative	Cancellation	SwissLife	Life insurance to flee. Catastrophic performances since 2015! Yield of 1% in 5 years! Arbitrations not to finish it, necessarily with costs of 1%. And now an en
12678	train	2.0	negative	Claims Processing	Matmut	A member for more than 20 years without liable claims, I had the misfortune to have had a traffic accident on 20/05 (50/50). I did not expect such an obstacle c
12681	train	1.0	negative	Pricing	Allianz	Insurer too expensive by car, home and complementary retirement poorly managed, consequently, not to advise, he must study more closely their services to be an 
12682	train	5.0	positive	Coverage	Direct Assurance	Interesting coverage and attractive price, flexibility sponsorship offer management of the contract possibility to do the necessary online and reactivity of the
12684	train	5.0	positive	Other	L'olivier Assurance	Nothing to say, since I was with this insurance, I have never been disappointed
12686	train	5.0	positive	Other	APRIL Moto	Satisfied very happy to find the insurance very easy to use. Satisfied very happy to find the insurance very easy to use
12689	train	1.0	negative	Coverage	Crédit Mutuel	Refuses a quote and asks the insured to make another opinion ... try to charge the deductible several times on the same disaster. Unilateral fence a disaster ..
12690	train	1.0	negative	Cancellation	Allianz	Allianz continues to collect 2 contracts terminated within the framework of the Hamon law and this despite my various reminders, I strongly advise against this 
12699	train	5.0	positive	Customer Service	L'olivier Assurance	Hello, Very satisfied with service and simplicity to ensure my vehicle. I recommend this site and think of ensuring my other vehicle in stride.
12707	train	3.0	neutral	Claims Processing	MAAF	Faithful customer for over 25 years; There will be no 26th! Following a non -responsible accident (victim of an offense), no action carried out to obtain a refu
12713	train	1.0	negative	Customer Service	Magnolia	What a catastrophe !!! Following a mortgage loan insurance delegation quote, an offer was offered to me. This one seemed indeed interesting, very interesting ev
12719	train	5.0	positive	Claims Processing	APRIL Moto	Insurance that looks very serious. Welcome telephone. Everything can be done online very well! Competitive enough rates for a 50cc scooter. To see in case of cl
12724	train	4.0	positive	Pricing	L'olivier Assurance	I am satisfied at the moment, I hope not to be disappointed and to be well protected. Price in the average. The person who advised me was very kind
12727	train	1.0	negative	Coverage	Eca Assurances	Very bad insurance, does not reimburse absolutely nothing except 25 € of vaccine per year .... everything that is marked repayable in the contract is not .... t
12729	train	1.0	negative	Customer Service	Allianz	I had a non -responsible claim dated 15/11/2019, I advanced the repair costs of my vehicle and Allianz was said to be sent a check for the amount of repairs tha
12731	train	1.0	negative	Customer Service	Harmonie Mutuelle	For me no escape is a professional framework group contract! Here it is like elsewhere an effective interface, advisers who do not answer anything but who respo
12734	train	1.0	negative	Enrollment	MACIF	Customers for 40 years the Macif is no longer what it was! Now we are only a member of the member! And they are more expensive in car insurance. If by chance yo
12740	train	2.0	negative	Enrollment	Direct Assurance	I think I will change insurance on the anniversary date, my monthly subscription continues to increase, I now find insurers who offer me up to 200 € per year, t
12742	train	5.0	positive	Other	APRIL Moto	Satisfied I am happy. Even if I find that writing such a long opinion is a little unreasonable and restrictive. But I have it all the same.
12747	train	4.0	positive	Enrollment	L'olivier Assurance	Value for money very well. Simple and effective website, speed for quotes. Subscription to the very simple and quick contract. I recommend.
12750	train	4.0	positive	Claims Processing	Direct Assurance	Satisfied with Direct Insurance for 4 years. Very good service and better claims management. A little high franchise. Adhering space and very practical mobile a
12751	train	2.0	negative	Enrollment	LCL	Such a shame. Here I have been stopped since March 16. After 3 months of frankness, I send all the documents in LRAR !!! And there I receive a letter requiring 
12754	train	2.0	negative	Coverage	L'olivier Assurance	Franchises are abusive With 3 vehicles insured and a good coefficient I find that its rest expected! We will see how to manage the non -responsible disaster! Ot
12756	train	4.0	positive	Pricing	APRIL Moto	The site and forms to establish quotes are clear and ergonomic. Although the cheapest, for a young A2 permit with more than 25 years of B license B and a 50% bo
12760	train	5.0	positive	Customer Service	L'olivier Assurance	Difficult to comment being a new customer. It is quite easy to get in touch with an advisor. The advisers are very available. By wishing to never know the quali
12762	train	3.0	neutral	Claims Processing	Eurofil	Eurofil ejected customers for 1 -accident responsible and two not responsible really lamentable
12763	train	1.0	negative	Customer Service	Harmonie Mutuelle	Clearly they do not comply with membership contracts for all that is taken care of, reimbursement, premium etc ... On the other hand note that they are champion
12767	train	1.0	negative	Other	Assur O'Poil	00/20. I do not recommend this insurance. They are not at all serious. You are told that your cat is insured for the month of October; I send all well -filled c
12768	train	1.0	negative	Cancellation	MAAF	At the Maaf of then 1998, I was entitled to the life bonus, being considered good driver ... very good. 1 Sinister responsible in December 2017, the MAAF told m
12776	train	4.0	positive	Customer Service	MGP	Always welcomed by phone and well sharpened in the answers. The prices have been redesigned and I appreciate alignment with other mutuals.
12783	train	1.0	negative	Enrollment	Néoliane Santé	Demacking such as no contract Sign request for bank account and take abusive make ???? Nope
12785	train	4.0	positive	Pricing	Pacifica	I am very satisfied with the diligence with which my disaster was treated. I can't wait to see the work is confirmed. Diligence also on the payment of the costs
12786	train	2.0	negative	Coverage	MAIF	Hello, Militant insurer ??? MAIF has a hard time recognizing its mistakes and once recognized it puts you outside !!! MAIF member since 2002. 1 minor sinister, 
12787	train	1.0	negative	Customer Service	MAIF	Maif Best Customer Service ..... Whenever I phone more than 8 minutes ago. When you ask for an information statement to leave this mutual insurance company, ver
12788	train	5.0	positive	Pricing	Direct Assurance	Fast and easy to use service. Effective I had the quote that I could not have anywhere else in less than five minutes and at a price more than affordable!
12790	train	3.0	neutral	Pricing	L'olivier Assurance	I am assured the olive tree for its prices and the simplicity via the internet it is a shame not to make more effort on home insurance.ca remains a good company
12791	train	1.0	negative	Claims Processing	Intériale	In ordinary illness in July 2016 to March 2017. I received the additional salary finally shift it for a few months. Following two medical checks at my request t
12793	train	5.0	positive	Pricing	Direct Assurance	I am very satisfied. The price is very reasonable being a young license I highly recommend direct insurance for your start Cordially
12794	train	5.0	positive	Pricing	Zen'Up	Quotation speed and contract, Competitive price compared to my bank's insurance, pressed changed insurance as soon as possible, large sum economized on total cr
12797	train	3.0	neutral	Customer Service	Santiane	I did not have an answer to this day on a request for management of glasses ... I was able to reach customer service without difficulty and I was very well info
12798	train	1.0	negative	Claims Processing	Crédit Mutuel	Following an overvoltage in 2 residences, I contact the sinister service to declare the almost total loss of the electro-mining set. An expert is therefore mand
12801	train	3.0	neutral	Pricing	Direct Assurance	to be changed car insurance because I was badly informed for a quote and above all badly inform my car insurance my bear
12802	train	4.0	positive	Pricing	AXA	The price level is average, to improve, nevertheless AXA is close to customers thanks to its competent agents, the guarantees seem good to me, I have never had 
12805	train	4.0	positive	Pricing	AMV	AMV is one of the cheapest insurance For bikers and reacts quickly in the event of a problem: I'm very happy because I can go motorbike not too expensive. Bravo
12806	train	1.0	negative	Claims Processing	Crédit Mutuel	Flight without breakup no compensation. Change your TV ad for the serenity of the family when you need you well, there is no one to compensate your milk cows.
12809	train	5.0	positive	Pricing	APRIL Moto	Easy to use site. Very good value for money and a very large choice of formula. Fast and effective. Thank you, cordially.
12818	train	1.0	negative	Customer Service	Malakoff Humanis	Especially flee Malakoff Humanis! They ignore you and despise you when it comes to touching your rights (retirement among others). Impossible to communicate wit
12819	train	2.0	negative	Coverage	AXA	Unlocking retirement contract sup in art. 83 Impossible
12821	train	1.0	negative	Other	MAAF	Insurance that does not deserve its quality of insurance because as soon as you need it is not at the appointment. Avoid if you are looking for insurance worthy
12826	train	1.0	negative	Claims Processing	Direct Assurance	"Following an accident, ""customer service"" ensures that no care is possible even if it does not respect French law (yes yes, I had to put a lawyer on the spot, i"
12827	train	1.0	negative	Claims Processing	Direct Assurance	After a hassle with my mechanic, I Met Insurance in order to mandate an expert. Thing they refuse. Insurance right there to take our money.
12828	train	4.0	positive	Other	Direct Assurance	Fast, concrete no waste of time. I am waiting to see if my old insurance will be well stopped in time. Having never been insured at home, if I have a disaster I
12829	train	2.0	negative	Claims Processing	AXA	"A year and a half to resolve ""light"" water damage AXA has chosen companies to carry out repairs. Companies are chosen by their rates (very low). Work obviously "
12830	train	1.0	negative	Customer Service	Pacifica	Following Cat Nat 2017, insurance does not want to hear anything despite the evidence and the arrival of a second hopes. The staff of this insurance is haughty,
12834	train	1.0	negative	Customer Service	GMF	4 months that I try to terminate following a move. I am ballad to recommended by registered mail, from service to service and in the meantime we continue to tak
12835	train	4.0	positive	Customer Service	L'olivier Assurance	I am satisfied with the service and the explanations provided on the differences between the options and the basic insurance and very responsive to the request
12836	train	3.0	neutral	Other	APRIL Moto	Hello I cannot answer dedicated, it is false more time to give you my positive or negative opinion. Sorry please call me back in a month and I can answer you th
12838	train	2.0	negative	Pricing	L'olivier Assurance	I strongly advise against! Especially for young drivers! On the internet we believe it is expensive it is not true! After a few days behind it adds 20 euros in 
12839	train	5.0	positive	Enrollment	AMV	Very good insurance inscription very easy all by internet I really advise this insurance
12841	train	3.0	neutral	Claims Processing	Matmut	My opinion concerns several claims experienced in 20 years provided by Matmut in the Center region. A burglary that was followed and compensated very properly. 
12845	train	2.0	negative	Customer Service	Direct Assurance	I strongly advise against this insurance which is completely useless. NULLISSIMES advisers. Here are the facts: My front left tire explodes on the highway witho
12851	train	1.0	negative	Other	Cardif	No rigorous monitoring No commercial sense Avoid subscribing Lets you wait for the goodwel One month to recover the funds placed for over 15 years
12855	train	3.0	neutral	Customer Service	AMV	It's impeccable ... it's nickel, it's great and we want more. It is fast and efficient. Very satisfied with the service as well today and yesterday, cordially.
12856	train	5.0	positive	Pricing	L'olivier Assurance	Never seen such a simple and quick insurance !!! The hyper affordable price, the many options included in the various contracts ... Finally, an insurance that I
12863	train	4.0	positive	Coverage	Direct Assurance	Very attractive coverage ratio. Website allows you to easily process your contract. Responsive to answer questions. I recommend this site.
12868	train	1.0	negative	Claims Processing	Cardif	Impossibility of receiving a file concerning life insurance which I am beneficiary
12869	train	5.0	positive	Other	Néoliane Santé	My opinion for Emeline I have never dealt with a no one I am filled with great Emeline pleasant to discuss and everything is clear and especially professionalis
12872	train	3.0	neutral	Enrollment	Direct Assurance	Not at the top question communication, a blow I am ensured a blow I am not. Big problems to transmit documents .... It remains to be seen more ....
12877	train	1.0	negative	Claims Processing	Sogessur	Sinister on a bathroom since the beginning of January. The expert report has been rendered since 21. Our bathroom has been unusable for 1 month. Complicated wit
12881	train	1.0	negative	Claims Processing	MGP	Currently client at the MGP for several years, being ADS then PM in 2012, I contacted the MGP in order to update my contact details in April 2019. During this a
12883	train	2.0	negative	Pricing	Direct Assurance	Once customer we are a number, an impractical website, I pay by check, I have a telephone message telling me that we can cash my check, no writing no return fro
12887	train	4.0	positive	Pricing	L'olivier Assurance	Very easy, very effective but always too expensive especially on deductibles and small pettiness such as no providers of observations, card with emergency or as
12891	train	5.0	positive	Other	GMF	Being assured for many years at GMF, for the cars that I have been able to have during these years and the home, I highly recommend this insurance. Cordially.
12892	train	1.0	negative	Claims Processing	MGP	A member for 40 years, I am extremely disappointed. Currently, following health problems, I find myself in financial distress and I cannot obtain the payment of
12897	train	3.0	neutral	Customer Service	Néoliane Santé	The reimbursements are very fast and sent by email which is more practical than going to your customer account whose codes have always been lost. Very good cont
12898	train	1.0	negative	Cancellation	MACIF	"I have long been Mutavie, the Macif life insurance subsidiary. I asked for a partial withdrawal on 03/03/2021. The request is always reported ""in progress"". Con"
12899	train	2.0	negative	Claims Processing	MAAF	30 years of seniority, 2 non -responsible claims (water degates occasioned by a neighbor) in 2 years and Maaf Radie! assurance to flee
12905	train	5.0	positive	Other	Direct Assurance	I am satisfied with the prices offered by Direct Insurance compared to other insurance companies, you are competitive, reachable and accessible personal
12907	train	1.0	negative	Coverage	Eurofil	"Customers for 25 years at Eurofil, we receive today a recommended which informs us that Eurofil terminates our auto contract for ""inadequacy of risk with regard"
12909	train	3.0	neutral	Coverage	L'olivier Assurance	Interesting price. Would like to be able to have an à la carte contract. For example, take the essential third -party insurance, with the choice of adding only 
12910	train	1.0	negative	Customer Service	Harmonie Mutuelle	Incapable !!!, that add more .... we are in 2018, we are asked to save paper and promote our steps via the internet. But on the other side impossible to have an
12919	train	5.0	positive	Customer Service	GMF	Very satisfied with the GMF service, but also the prices and services offer, I recommend the GMF services which are always attentive and anxious to respond favo
12920	train	5.0	positive	Customer Service	Direct Assurance	very satisfied overall Very interesting price compared to competition Correct professional interlocutor listening Nothing to add
12924	train	5.0	positive	Coverage	L'olivier Assurance	I am satisfied with the offer and the speed to which I was able to take out my contract. The offer is the best for a young driver, I recommend.
12925	train	4.0	positive	Pricing	Direct Assurance	I am satisfied with the service, simple quick practice nothing to say cheap insurance, always available, I have never had no dispute despite, I recommend
12926	train	1.0	negative	Claims Processing	MAIF	MAIF customer for many years, more than 15 years I think, I was quite satisfied with the way in which some incidents have been managed. The contacts were easy a
12930	train	1.0	negative	Customer Service	SantéVet	The advisor who harasses under the name of Marie Laure is not only badly watchful but also bad advisor ... with relief I do not follow up with health vet. There
12933	train	5.0	positive	Pricing	L'olivier Assurance	I am satisfied with the prices concerning automotive insurance. Practice to be able to do it online and faster. I recommend my friends and family.
12941	train	3.0	neutral	Customer Service	L'olivier Assurance	Hello, I asked you to change the bank account, you certified me by phone that it was done, outside, you send me the Manda Sepa with the old account ... You will
12942	train	3.0	neutral	Enrollment	MACIF	Much less close to the member. No response to many letters. Very suspicious during a claim to the point of mandating a private detective and questioning the ver
12949	train	3.0	neutral	Pricing	L'olivier Assurance	It was a bit complicated You have to simplify The price is raissonable The information on covers is insufficient and must be available to the new customer above
12953	train	1.0	negative	Enrollment	Néoliane Santé	Hello, I was approached on 28/12/2016 by phone by a broker (it seems to me because the person did not show up) with a regional number appearing on the phone, to
12956	train	2.0	negative	Customer Service	Direct Assurance	Competitive and inexpensive prices. But the service is not at all up to par, zero. Incompetent advisers who are not at all attentive to the customer, I do not r
12957	train	1.0	negative	Claims Processing	SwissLife	We have been around for eight months ... My sister has already posted an unfavorable opinion on our father's death and funeral insurance, who died in September.
12959	train	2.0	negative	Other	Direct Assurance	My vehicle was ensured all risks stole in November and 6 months later still reimbursed and he refers the ball between the services. I will decide you because ev
12967	train	4.0	positive	Other	MAIF	I found myself in difficulty thinking of breaking down. A tow truck arrived within 15 minutes. The convenience store checked my problem and said there was nothi
12974	train	1.0	negative	Pricing	Pacifica	Too expensive home insurance, it was a first cleaning we thought we could trust but when we ended up going around, it was really expensive after all. In additio
12981	train	1.0	negative	Customer Service	Cardif	Customer service archi no one impossible to obtain a wire advisor, no response to emails, it is difficult for BNP advisers to direct customers to cardif product
12982	train	1.0	negative	Claims Processing	Direct Assurance	I bought a car mid August, which I assured at Direct Insurance Unfortunately for me I was the victim of a hide visce and my car took fire seven days after the p
12988	train	3.0	neutral	Other	Direct Assurance	After comparison, there is cheaper elsewhere, too bad that Direct Insurance does not offer more loyalty because it would make you want to stay at home
12989	train	3.0	neutral	Coverage	MGP	A little high but I have a death contract. But on the other hand nothing to advance any matter where. The MGP is taken into account everywhere. To date, I have 
13000	train	4.0	positive	Other	Santiane	I contacted Néoliane for a remote transmission problem that is still not settled at present. Rali processed my request efficiently and provided me with the nece
13004	train	2.0	negative	Claims Processing	Eurofil	Like many people I am scandalized by this practice which consists in terminating a driver after a single accident. I was caught in a pileup due to a boar a few 
13006	train	3.0	neutral	Pricing	Direct Assurance	All insurances were lowered or not increasing their prices due to the pandemic except you. I find that it is abusing. Knowing that last March we were confined a
13008	train	5.0	positive	Pricing	L'olivier Assurance	Very satisfied, fast, efficient and above all at low cost. I was very well illuminated and very well received at the Olivier Insurance and in 30 minutes I was i
13012	train	4.0	positive	Customer Service	Direct Assurance	I am satisfied at the moment, I hope that my satisfaction will last especially in the event of a claim or information from customer service. Very surprised by p
13014	train	1.0	negative	Customer Service	Mgen	Lack of reimbursement despite many complaints, it is impossible to reach an advisor, lack of professionalism, excessive prices. It is most likely the worst mutu
13022	train	2.0	negative	Customer Service	MAIF	Insured for 20 years (first Filia then Maif), 50% of bonuses, in 2018 (bad year) I am burst out a lighthouse (vandalism), which is counted to me in traffic acci
13024	train	5.0	positive	Pricing	L'olivier Assurance	Simple and effective ... I recommend because cheap !! I am very happy to have known the ferrets and Olivier Assurance. I ensured a Laguna 2 for 21st
13025	train	1.0	negative	Claims Processing	Matmut	Living since May 2015 in the Poitou Charente region, I had the owner of an empty apartment in the Paris region. In the spring of 2016, at the time of the heavy 
13029	train	2.0	negative	Cancellation	GMF	It is time to review your prices, especially during this pandemic period. For my part, being in teleworking, I no longer perform my home/work trips. Please take
13031	train	5.0	positive	Customer Service	APRIL Moto	I am very satisfied with the proposals and the responsiveness of the insurance I start a lot again the prices are very interesting nothing to redire cordially B
13033	train	2.0	negative	Customer Service	Santiane	I got caught up by having completed a form on the internet. The registration was made very quickly and the salesperson was very pleasant. However, as I realized
13035	train	1.0	negative	Claims Processing	Matmut	I just got fired for too much water damage (3 in 2 years). Here I am without insurance while my neighbor above, responsible, is always assured.
13036	train	5.0	positive	Other	L'olivier Assurance	I am satisfied with the help I have received. After several research for the best car insurance I am happy to have come across the insurance olive tree. I would
13042	train	1.0	negative	Claims Processing	Pacifica	To flee !!!! Insurance that does not care about its customers a total mistake, lack of respect. You invent claims that have never existed increased prices witho
13043	train	5.0	positive	Customer Service	Zen'Up	Good listening with attractive price, facilitates adhesion thanks to the zen up customer account on the internet to transmit documents quickly and an electronic
13046	train	4.0	positive	Enrollment	Santiane	Clear and precise answers given by Soukaina. Very pleasant and anxious to satisfy the customer, knew how to comfort me for my membership. For note, the mutual c
13048	train	5.0	positive	Pricing	L'olivier Assurance	I am satisfied with the price, the service; Simple quick and efficient I recommend your insurance to my loved ones without problem. This is my second contract w
13049	train	1.0	negative	Pricing	Allianz	Allianz Auto: Virtual insurer expensive and useless
13050	train	4.0	positive	Enrollment	Direct Assurance	Fast satisfied for very practical subscription when you have to quickly sassper easy to use satisfied prices and speed
13051	train	5.0	positive	Customer Service	GMF	I am satisfied with the service and the offers you offer. You are very responsive with regard to the requests and questions that we can formulate you
13052	train	4.0	positive	Customer Service	L'olivier Assurance	Simple and easy price is suitable too. Welcoming agent and giving the best information. I will recommend loved ones next time
13057	train	2.0	negative	Claims Processing	Direct Assurance	I am very unhappy with the service, sinister declaring on March 25 each time I remind you I am told that I will receive a code by SMS to make an appointment wit
13058	train	1.0	negative	Pricing	Direct Assurance	Taken too high compared to the market price. No effort for a commercial gesture despite a park of several vehicles. The third in purchase and the other two alre
13059	train	1.0	negative	Other	AXA	I have 6 insurance at AXA 2 car insurance, 2 motorcycle insurance, health mutual and life insurance from TT on days And I pay much too expensive I am 43 years o
13061	train	5.0	positive	Pricing	Direct Assurance	I am satisfied with internet service but I would have liked to have a call to better explain the quote and the contract .. I hope that I will not see a surprise
13064	train	2.0	negative	Customer Service	Direct Assurance	Promises a refund on car insurance and it's been two months since I wait and nothing happens. Customer service can be easily reached. And at the assistance leve
13065	train	3.0	neutral	Pricing	L'olivier Assurance	Saturated telephone service. Interminable waiting time and we get hanging up with the nose. Interlocutor who does not always identify the request. However attra
13066	train	5.0	positive	Other	Zen'Up	Simple and practical. Too bad not to have the possibility of deleting a request (following entry error) or returning to the request space once the re -involved 
13070	train	1.0	negative	Coverage	Allianz	Auto contract carried out by phone. After having described my former information statements well and having given my bonus-malus. He made me a price so I paid 3
13071	train	3.0	neutral	Enrollment	MGP	A member for more than 30 years, I have always been able to obtain useful information, whether in terms of mortgage bond, reimbursement for a cure, for dental e
13083	train	4.0	positive	Customer Service	L'olivier Assurance	I am satisfied thank you in relation to the interview I had and if our agreements are respected there will be nothing to say otherwise I will contact you to let
13085	train	1.0	negative	Claims Processing	GMF	Bad !!!! To avoid ! I have a claim dated 20/01/2019. The traveaux is still not made! Non -existent sinister service !!! Really take another insurance.
13086	train	1.0	negative	Pricing	MAAF	hello I asked for a quote for my daughter who has just had the license I was answered no quote if not customer ???? How do we do if we are a novice driver witho
13089	train	5.0	positive	Claims Processing	Direct Assurance	Hello Following attempt at Direct Insurance flight managed the file from start to finish. Troubleshooting Towing Expertise Repair and reimbursement within 15 da
13096	train	3.0	neutral	Customer Service	AMV	Execrable customer service. People answering the phone are very unpleasant and not professional. Whenever I call them it is the same thing.
13097	train	1.0	negative	Other	Allianz	They promised 2.5% mini per year to maintain the purchasing power ,, in fact now it's negative ,, that is normal ????? it is better to go elsewhere for any plac
13105	train	4.0	positive	Enrollment	Direct Assurance	I am currently satisfied with ease and simplicity of subscription. I am awaiting the effectiveness of the Youdrive system and the price reduction that will resu
13106	train	1.0	negative	Pricing	L'olivier Assurance	I made a quote I corrected the quote did not take into account the change must pay 15 € + 15 of an increase in normal customer service does not take into accoun
13110	train	5.0	positive	Other	Santiane	very good understanding of the problems with very fast resolution on their part Very good search for the right mutual adapted to the family composition and the 
13112	train	5.0	positive	Pricing	APRIL Moto	I am delighted with services and price; I hope I have no unpleasant surprises afterwards. In the meantime I recommended my friends. Cordially
13118	train	5.0	positive	Enrollment	L'olivier Assurance	I am satisfied with the assurance taken.A price and telecommunications level. The steps are quite simple and easy for procedures. The sending of documents and s
